seed,baseline_MAE,baseline_RMSE,baseline_median_AE,augmented_MAE,augmented_RMSE,augmented_median_AE,mult_mean,mult_min,mult_max,train_rows_aug
0,3.114136078219426,21.131884182131355,0.21508830126766304,3.0789886940543947,20.81581163092158,0.21467972568110671,1.0886430806019427,0.4839421738555064,2.3897354024133977,289489
1,3.1280278727937203,21.325208498025507,0.21264256609868532,3.129563312606107,21.051688552035852,0.21715273250098166,1.0580525868197108,0.4456282851690675,2.05645868563742,289489
2,3.0800506660835434,21.112053893111018,0.217134922878373,3.078628327277426,20.668251444498246,0.2137510972153011,1.054475179488683,0.4867736494891883,2.4289541969352517,289489
